2025-11-29 20:35:33 | INFO | services.trader_manager:load_traders_from_database:31 | 📋 发现 10 个用户，开始加载所有交易员配置...
2025-11-30 11:26:07 | INFO | services.trader_manager:load_traders_from_database:47 | 📋 用户 44444444-4444-4444-4444-444444444444: 1 个交易员
2025-11-30 11:26:07 | INFO | services.trader_manager:load_traders_from_database:47 | 📋 用户 55555555-5555-5555-5555-555555555555: 1 个交易员
2025-11-30 11:26:07 | INFO | services.trader_manager:load_traders_from_database:47 | 📋 用户 66666666-6666-6666-6666-666666666666: 1 个交易员
2025-11-30 11:26:07 | INFO | services.trader_manager:load_traders_from_database:47 | 📋 用户 77777777-7777-7777-7777-777777777777: 1 个交易员
2025-11-30 11:26:07 | INFO | services.trader_manager:load_traders_from_database:47 | 📋 用户 88888888-8888-8888-8888-888888888888: 1 个交易员
2025-11-30 11:26:07 | INFO | services.trader_manager:load_traders_from_database:47 | 📋 用户 99999999-9999-9999-9999-999999999999: 1 个交易员
2025-11-30 11:26:07 | INFO | services.trader_manager:load_traders_from_database:54 | 📋 总共加载 10 个交易员配置
2025-11-30 11:26:07 | WARNING | services.trader_manager:_load_single_trader:254 | ⚠️ 交易员 Trader Kappa 的交易所 Gate.io Main 未启用，跳过
2025-11-30 11:26:07 | INFO | services.trader_manager:_load_single_trader:294 | ✓ 交易员 Trader Alpha 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user1
2025-11-30 11:26:07 | INFO | services.trader_manager:_load_single_trader:299 | ✓ 交易员 Trader Alpha 启用 OI TOP 信号源: https://api.example.com/oi-top/user1
2025-11-30 11:26:07 | INFO | services.trader_manager:_load_single_trader:299 | ✓ 交易员 Trader Beta 启用 OI TOP 信号源: https://api.example.com/oi-top/user2
2025-11-30 11:26:07 | WARNING | services.trader_manager:_load_single_trader:229 | 📋 交易员 10000000-0000-0000-0000-000000000003 的AI模型 40000000-0000-0000-0000-000000000003 未启用
2025-11-30 11:26:07 | INFO | services.trader_manager:_load_single_trader:294 | ✓ 交易员 Trader Delta 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user4
2025-11-30 11:26:07 | WARNING | services.trader_manager:_load_single_trader:254 | ⚠️ 交易员 Trader Epsilon 的交易所 Binance Testnet 未启用，跳过
2025-11-30 11:26:07 | WARNING | services.trader_manager:_load_single_trader:229 | 📋 交易员 10000000-0000-0000-0000-000000000006 的AI模型 40000000-0000-0000-0000-000000000006 未启用
2025-11-30 11:26:07 | WARNING | services.trader_manager:_load_single_trader:254 | ⚠️ 交易员 Trader Eta 的交易所 Hyperliquid Testnet 未启用，跳过
2025-11-30 11:26:07 | INFO | services.trader_manager:_load_single_trader:294 | ✓ 交易员 Trader Theta 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user8
2025-11-30 11:26:07 | WARNING | services.trader_manager:_load_single_trader:229 | 📋 交易员 10000000-0000-0000-0000-000000000009 的AI模型 40000000-0000-0000-0000-000000000009 未启用
2025-11-30 11:26:07 | INFO | services.trader_manager:load_traders_from_database:64 | 📋 成功加载 4 个交易员配置
2025-11-30 11:26:07 | INFO | services.trader_manager:load_traders_from_database:65 | 📋 失败加载 6 个交易员配置
2025-11-30 11:26:37 | INFO | services.trader_manager:load_traders_from_database:36 | 📋 发现 10 个用户，开始加载所有交易员配置...
2025-11-30 11:26:37 | INFO | services.trader_manager:load_traders_from_database:47 | 📋 用户 aaaaaaaa-aaaa-aaaa-aaaa-aaaaaaaaaaaa: 1 个交易员
2025-11-30 11:26:37 | INFO | services.trader_manager:load_traders_from_database:47 | 📋 用户 11111111-1111-1111-1111-111111111111: 1 个交易员
2025-11-30 11:26:37 | INFO | services.trader_manager:load_traders_from_database:47 | 📋 用户 22222222-2222-2222-2222-222222222222: 1 个交易员
2025-11-30 11:26:37 | INFO | services.trader_manager:load_traders_from_database:47 | 📋 用户 33333333-3333-3333-3333-333333333333: 1 个交易员
2025-11-30 11:26:37 | INFO | services.trader_manager:load_traders_from_database:47 | 📋 用户 44444444-4444-4444-4444-444444444444: 1 个交易员
2025-11-30 11:26:37 | INFO | services.trader_manager:load_traders_from_database:47 | 📋 用户 55555555-5555-5555-5555-555555555555: 1 个交易员
2025-11-30 11:26:37 | INFO | services.trader_manager:load_traders_from_database:47 | 📋 用户 66666666-6666-6666-6666-666666666666: 1 个交易员
2025-11-30 11:26:37 | INFO | services.trader_manager:load_traders_from_database:47 | 📋 用户 77777777-7777-7777-7777-777777777777: 1 个交易员
2025-11-30 11:26:37 | INFO | services.trader_manager:load_traders_from_database:47 | 📋 用户 88888888-8888-8888-8888-888888888888: 1 个交易员
2025-11-30 11:26:37 | INFO | services.trader_manager:load_traders_from_database:47 | 📋 用户 99999999-9999-9999-9999-999999999999: 1 个交易员
2025-11-30 11:26:37 | INFO | services.trader_manager:load_traders_from_database:54 | 📋 总共加载 10 个交易员配置
2025-11-30 11:26:37 | WARNING | services.trader_manager:_load_single_trader:254 | ⚠️ 交易员 Trader Kappa 的交易所 Gate.io Main 未启用，跳过
2025-11-30 11:26:37 | INFO | services.trader_manager:_load_single_trader:294 | ✓ 交易员 Trader Alpha 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user1
2025-11-30 11:26:37 | INFO | services.trader_manager:_load_single_trader:299 | ✓ 交易员 Trader Alpha 启用 OI TOP 信号源: https://api.example.com/oi-top/user1
2025-11-30 11:26:37 | INFO | services.trader_manager:_load_single_trader:299 | ✓ 交易员 Trader Beta 启用 OI TOP 信号源: https://api.example.com/oi-top/user2
2025-11-30 11:26:37 | WARNING | services.trader_manager:_load_single_trader:229 | 📋 交易员 10000000-0000-0000-0000-000000000003 的AI模型 40000000-0000-0000-0000-000000000003 未启用
2025-11-30 11:26:37 | INFO | services.trader_manager:_load_single_trader:294 | ✓ 交易员 Trader Delta 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user4
2025-11-30 11:26:37 | WARNING | services.trader_manager:_load_single_trader:254 | ⚠️ 交易员 Trader Epsilon 的交易所 Binance Testnet 未启用，跳过
2025-11-30 11:26:37 | WARNING | services.trader_manager:_load_single_trader:229 | 📋 交易员 10000000-0000-0000-0000-000000000006 的AI模型 40000000-0000-0000-0000-000000000006 未启用
2025-11-30 11:26:37 | WARNING | services.trader_manager:_load_single_trader:254 | ⚠️ 交易员 Trader Eta 的交易所 Hyperliquid Testnet 未启用，跳过
2025-11-30 11:26:37 | INFO | services.trader_manager:_load_single_trader:294 | ✓ 交易员 Trader Theta 启用 COIN POOL 信号源: https://api.example.com/coin-pool/user8
2025-11-30 11:26:37 | WARNING | services.trader_manager:_load_single_trader:229 | 📋 交易员 10000000-0000-0000-0000-000000000009 的AI模型 40000000-0000-0000-0000-000000000009 未启用
2025-11-30 11:26:37 | INFO | services.trader_manager:load_traders_from_database:64 | 📋 成功加载 4 个交易员配置
2025-11-30 11:26:37 | INFO | services.trader_manager:load_traders_from_database:65 | 📋 失败加载 6 个交易员配置
2025-11-30 12:17:55 | INFO | services.trader_manager:load_traders_from_database:38 | 📋 发现 10 个用户，开始加载所有交易员配置...
2025-11-30 12:17:55 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 aaaaaaaa-aaaa-aaaa-aaaa-aaaaaaaaaaaa: 1 个交易员
2025-11-30 12:17:55 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 11111111-1111-1111-1111-111111111111: 1 个交易员
2025-11-30 12:17:55 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 22222222-2222-2222-2222-222222222222: 1 个交易员
2025-11-30 12:17:55 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 33333333-3333-3333-3333-333333333333: 1 个交易员
2025-11-30 12:17:55 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 44444444-4444-4444-4444-444444444444: 1 个交易员
2025-11-30 12:17:55 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 55555555-5555-5555-5555-555555555555: 1 个交易员
2025-11-30 12:17:55 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 66666666-6666-6666-6666-666666666666: 1 个交易员
2025-11-30 12:17:55 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 77777777-7777-7777-7777-777777777777: 1 个交易员
2025-11-30 12:17:55 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 88888888-8888-8888-8888-888888888888: 1 个交易员
2025-11-30 12:17:55 | INFO | services.trader_manager:load_traders_from_database:49 | 📋 用户 99999999-9999-9999-9999-999999999999: 1 个交易员
2025-11-30 12:17:55 | INFO | services.trader_manager:load_traders_from_database:56 | 📋 总共加载 10 个交易员配置
2025-11-30 12:17:55 | WARNING | services.trader_manager:_load_single_trader:256 | ⚠️ 交易员 Trader Kappa 的交易所 Gate.io Main 未启用，跳过
